Artist,Producer,weight
Ludacris,Ken Jo,1
Ludacris,Chaka Zulu,1
Kanye West,Mike Dean,25
Kanye West,Karriem Riggins,1
Kanye West,Jon Brion,11
Kanye West,Charlie Heat,4
Kanye West,Puff Daddy,2
Kanye West,Velous,2
Kanye West,Allen Ritter,2
Kanye West,88-Keys,3
Kanye West,Q-Tip,2
Kanye West,Noah Goldstein,5
Kanye West,French Montana,1
Kanye West,"Brian ""All Day"" Miller",1
Kanye West,Warren Trotter,1
Kanye West,Malik Jones,1
Kanye West,Jeff Bhasker,5
Kanye West,Rosie Danvers,1
Kanye West,DJ Premier,3
Kanye West,Lex Luger,4
Kanye West,Nottz,1
Kanye West,StarGate,1
Kanye West,Seth MacFarlane,1
Kanye West,DJ Dodger Stadium,2
Kanye West,DJ Toomp,4
Kanye West,Daft Punk,4
Kanye West,Lido,1
Kanye West,DJ Frank E,1
Kanye West,Arca,3
Kanye West,TNGHT,1
Kanye West,"Carlos ""6 July"" Broady",1
Kanye West,Robert Glasper Experiment,1
Kanye West,J Dilla,2
Kanye West,Tyler,1
Kanye West, The Creator,1
Kanye West,Hudson Mohawke,3
Kanye West,Eric Danchild,1
Kanye West,Che Pope,1
Kanye West,No I.D.,4
Kanye West,Brian Miller,1
Kanye West,A-Trak,1
Kanye West,Hit-Boy,3
Kanye West,RZA,2
Kanye West,Bink!,1
Kanye West,Devo Springsteen,2
Kanye West,Young Chop,1
Kanye West,The Individualz,1
Kanye West,Swizz Beatz,4
Kanye West,Ellen DeGeneres,1
Kanye West,The Ellen DeGeneres Show,2
Kanye West,TM88,1
Kanye West,Metro Boomin,2
Kanye West,Southside,2
Kanye West,Havoc,3
Kanye West,Rick Rubin,2
Kanye West,Eric Hudson,2
Kanye West,Mitus,3
Kanye West,Sinjin Hawke,4
Kanye West,Cashmere Cat,4
Kanye West,Ahmad Jamal,1
Kanye West,S1,5
Kanye West,Ackeejuice Rockers,1
Kanye West,Travis Scott,1
Kanye West,Warryn Campbell,2
Kanye West,Dom Solo,1
Kanye West,Evian Christ,1
Kanye West,TIME Magazine,1
Kanye West,Jay Z & Kanye West,1
Kanye West,BBC Radio,1
Kanye West,Mike WiLL Made-It,1
Kanye West,Lifted (Producer),1
Kanye West,Salva,1
Kanye West,Plain Pat,1
Kanye West,Madlib,1
Kanye West,Melbeatz,1
Kanye West,Paul McCartney,1
Kanye West,Andrew Dawson,1
Kanye West,Menace (UK),1
Kanye West,Boi-1da,1
Kanye West,Brodinski,1
Kanye West,Gesaffelstein,1
Kanye West,Timbaland,1
Kanye West,Sway,1
Kanye West,Evidence,1
Kanye West,"Kyambo ""Hip Hop"" Joshua",1
Kanye West,Gee Robertson,1
Kanye West,"Kareem ""Biggs"" Burke (Executive Producer)",1
Kanye West,Dame Dash (Executive Producer),1
Kanye West,Jay Z (Executive Producer),1
Kanye West,!llmind,1
Kanye West,Lil Jon,2
Kanye West,"Andrew ""Pop"" Wansel",1
Kanye West,Just Blaze,1
Kanye West,Chance The Rapper,1
Kanye West,Caroline Shaw,1
Kanye West,Jim Joe,1
T.I.,DJ Toomp,26
T.I.,Parental Advisory,1
T.I.,Bryan-Michael Cox,1
T.I.,London On Da Track,3
T.I.,Corey OZ Simon,3
T.I.,Caviar,3
T.I.,T-Minus,5
T.I.,"Shomari ""Shonuff"" Wilson",1
T.I.,The Neptunes,7
T.I.,Sanchez Holmes,10
T.I.,Brian Kidd,5
T.I.,Rico Love,2
T.I.,Mannie Fresh,9
T.I.,MP 808,1
T.I.,Rossi,1
T.I.,Lil C,13
T.I.,Rara,1
T.I.,Swizz Beatz,4
T.I.,Scena,1
T.I.,Jazzfeezy,3
T.I.,Mr. Jonz,1
T.I.,Jamezz Bonn,1
T.I.,DJ Montay,1
T.I.,Alex Da Kid,1
T.I.,League of Starz,1
T.I.,Jazze Pha,5
T.I.,Nard & B,3
T.I.,David Banner,4
T.I.,Rob Knox,1
T.I.,Justin Timberlake,1
T.I.,True Divine Baptist Church,1
T.I.,Kanye West,5
T.I.,DJ Technique,1
T.I.,The Runners,3
T.I.,Dr. Dre,2
T.I.,"Lamar ""Mars"" Edwards",3
T.I.,"Chad ""Wes"" Hamilton",1
T.I.,Danja,5
T.I.,Mike WiLL Made-It,2
T.I.,J.U.S.T.I.C.E. League,2
T.I.,DJ Don Cannon,1
T.I.,Chuck Diesel,4
T.I.,Scott Storch,1
T.I.,Nikhil “Kromatik” Seetharam,4
T.I.,Just Blaze,7
T.I.,Cardiak,1
T.I.,Chinky P,1
T.I.,Pharrell Williams,5
T.I.,R. City,1
T.I.,Hit-Boy,1
T.I.,"Kevin ""Khao"" Cates",8
T.I.,Maestro,1
T.I.,Smash Factory,2
T.I.,Carlos Thorton,2
T.I.,"Benny ""Dada"" Tillman",2
T.I.,Ke'noe,3
T.I.,Young Chop,1
T.I.,Two Band Geeks,1
T.I.,Cut The Check,1
T.I.,TrackSlayerz,1
T.I.,"Kannon ""Caviar"" Cross",1
T.I.,Stan the Guitar Man,1
T.I.,"Nick ""Fury"" Loftin",4
T.I.,Zaire Koalo,1
T.I.,The Beat Bully,1
T.I.,Hudson Mohawke,1
T.I.,Jahlil Beats,1
T.I.,Kane Beatz,1
T.I.,Lil Jon,2
T.I.,Jim Jonsin,2
T.I.,Tricky Stewart,3
T.I.,The-Dream,2
T.I.,Clifford Harris,1
T.I.,Keith Mack,6
T.I.,Travis Sayles,2
T.I.,"Tommy ""TBHITS"" Brown",4
T.I.,Valentino Khan,1
T.I.,1500 or Nothin',2
T.I.,K.I.P.,1
T.I.,C4,1
T.I.,Shorty B,1
T.I.,Daz Dillinger,1
T.I.,Drumma Boy,4
T.I.,"Sedeck ""All Hands On Deck"" Jean",2
T.I.,Lil Wonda,2
T.I.,Wyclef Jean,2
T.I.,DJ Mustard,1
T.I.,DJ MLK,1
T.I.,Bobby Johnson Beats,1
T.I.,Mex Manny,1
T.I.,Cavi,1
T.I.,Ace Harris,2
T.I.,SAK PASE,2
T.I.,Polow da Don,1
T.I.,Jake One,1
T.I.,Tony Galvin,2
T.I.,"Elvis ""BlackElvis"" Williams",1
T.I.,Po Johns,1
T.I.,Sir Clef,1
T.I.,Craig Love,1
T.I.,"Charles ""Chizzy"" Stephens III",1
T.I.,The Individualz,1
T.I.,Trev Case,1
T.I.,Dr. Luke,1
T.I.,K Tracks,1
T.I.,The Futuristiks,1
T.I.,Jeff Bass,1
T.I.,Eminem,1
T.I.,"Ryan ""LiquidSound"" Katz",1
T.I.,Steven Holdren,1
T.I.,Bao Quoc Pham,1
T.I.,No I.D.,2
T.I.,Marz (Producer),1
T.I.,Mike & Keys,1
T.I.,P.A.,1
T.I.,KLC,1
T.I.,Steve Samson,1
T.I.,Travis Barker,1
Chance The Rapper,Dj Such n Such,2
Chance The Rapper,Zane Lowe,1
Chance The Rapper,Flying Lotus,1
Chance The Rapper,Jake One,1
Chance The Rapper,Orlando Hays,1
Chance The Rapper,Dre Sanchez,2
Chance The Rapper,Brandon Breaux,1
Chance The Rapper,KAYTRANADA,1
Chance The Rapper,Kanye West,1
Chance The Rapper,The Social Experiment,18
Chance The Rapper,Lido,2
Chance The Rapper,Cam O'bi,6
Chance The Rapper,Professor Fox,1
Chance The Rapper,Peter Cottontale,6
Chance The Rapper,Nate Fox,5
Chance The Rapper,Jordan Ware,1
Chance The Rapper,DJ O-ZONE,1
Chance The Rapper,Blended Babies,2
Chance The Rapper,Idk,1
Chance The Rapper,Lex Luger,1
Chance The Rapper,Stefan Ponce,2
Chance The Rapper,Nascent,1
Chance The Rapper,Zak Fox,1
Chance The Rapper,Tree,1
Chance The Rapper,Hiatus Kaiyote,1
Chance The Rapper,Ludwig Göransson,1
Chance The Rapper,Donnie Trumpet & The Social Experiment,1
Chance The Rapper,Rascal,1
Chance The Rapper,Caleb James,1
Chance The Rapper,Nico Segal,2
Chance The Rapper,Beirut,1
Chance The Rapper,THEMPeople,2
Chance The Rapper,Thomas Foolery,1
Chance The Rapper,CBMIX,1
Chance The Rapper,Stix,1
Chance The Rapper,Ace Hashimoto,2
Chance The Rapper,BrassTracks,1
Chance The Rapper,MF Love,1
Chance The Rapper,Prince Talent,1
Chance The Rapper,Nosaj Thing,1
Chance The Rapper,CeeJ,1
Chance The Rapper,BenZel,1
Chance The Rapper,GARREN,1
Chance The Rapper,Corin Roddick,1
Chance The Rapper,Francis and the Lights,1
Chance The Rapper,Bongo the Drum GAHD,1
Chance The Rapper,Chuck Inglish,1
Chance The Rapper,D. Phelps,1
Chance The Rapper,Jack Red,1
Chance The Rapper,Smoko Ono,1
Chance The Rapper,Apollo Brown,1
Chance The Rapper,Francis Farewell Starlite,1
Chance The Rapper,J Gramm Beats,1
Chance The Rapper,SpaceGang,1
Common,Dug Infinite,2
Common,No I.D.,60
Common,Hi-Tek,4
Common,Andre Harris,1
Common,Karriem Riggins,18
Common,​will.i.am,2
Common,J Dilla,23
Common,The Roots,2
Common,The Neptunes,9
Common,Jamie Foxx,1
Common,Pino Palladino,5
Common,James Poyser,18
Common,Questlove,13
Common,Kanye West,22
Common,The Twilite Tone,3
Common,Mr. DJ,2
Common,Ynot,3
Common,D'Angelo,4
Common,Kelo,1
Common,Killa D,1
Common,Solange,1
Common,Raphael Saadiq,1
Common,Mike Chav,1
Common,Aramis Riley,1
Common,DJ Dummy,1
Common,9th Wonder,1
Common,PK (Rapper),1
Common,"Leon ""RoccStar"" Youngblood Jr",1
Common,A-Trak,1
Common,Spike Rebel,2
Common,The Beatnuts,1
Common,Jeff Lee Johnson,2
Common,2 pc. DRK,2
Common,Frank Dukes,1
Common,Large Professor,1
Common,D-True,3
Common,DJ Premier,1
Common,Pete Rock,1
Common,J. Period,1
Common,DJ Keynote Speakaz,1
Common,Cocaine 80's,1
Common,Robert Glasper,2
Gucci Mane,Drumma Boy,74
Gucci Mane,Zaytoven,156
Gucci Mane,Southside,29
Gucci Mane,Reefa,2
Gucci Mane,Metro Boomin,23
Gucci Mane,Chop Squad,1
Gucci Mane,Mike WiLL Made-It,60
Gucci Mane,Trap-A-Holics,2
Gucci Mane,Lex Luger,20
Gucci Mane,Big Cat Productions,2
Gucci Mane,DJ Plugg,3
Gucci Mane,Juicy J,1
Gucci Mane,DJ Paul,1
Gucci Mane,Da Honorable C.N.O.T.E.,44
Gucci Mane,T-Pain,1
Gucci Mane,Will-A-Fool,4
Gucci Mane,DJ Drama,4
Gucci Mane,Tarentino,19
Gucci Mane,TM88,16
Gucci Mane,Nard & B,7
Gucci Mane,Purps,8
Gucci Mane,C-Note,2
Gucci Mane,DJ Holiday,3
Gucci Mane,808 Mafia,20
Gucci Mane,FATBOI,20
Gucci Mane,C4,27
Gucci Mane,Sonny Digital,4
Gucci Mane,Twinnzel Washington,1
Gucci Mane,Filnobep,1
Gucci Mane,Boi-1da,1
Gucci Mane,Murda,5
Gucci Mane,Young Chop,5
Gucci Mane,Bangladesh,6
Gucci Mane,Scott Storch,1
Gucci Mane,D. Rich,2
Gucci Mane,Bankroll Clay,3
Gucci Mane,DJ Squeeky,1
Gucci Mane,DJ Mustard,3
Gucci Mane,Nitti,9
Gucci Mane,DJ Spinz,11
Gucci Mane,Roger Beat,1
Gucci Mane,Dun Deal,5
Gucci Mane,Wyclef Jean,2
Gucci Mane,KE on the Track,3
Gucci Mane,!llmind,1
Gucci Mane,Shawty Redd,16
Gucci Mane,Polow da Don,4
Gucci Mane,Izze The Producer,2
Gucci Mane,The Heatmakerz,1
Gucci Mane,Spinz,1
Gucci Mane,"Jerry ""Wonda"" Duplessis",2
Gucci Mane,"Arden ""Keyz"" Altino",1
Gucci Mane,Big Cat Records,1
Gucci Mane,Cassius Jay,2
Gucci Mane,Frado,1
Gucci Mane,OZ,1
Gucci Mane,London On Da Track,7
Gucci Mane,FKi,2
Gucci Mane,Cyber Sapp,2
Gucci Mane,DJ X-Rated,1
Gucci Mane,Detail,2
Gucci Mane,DJ Speedy,4
Gucci Mane,Raw Beats,3
Gucci Mane,Mannie Fresh,1
Gucci Mane,All Star,1
Gucci Mane,Sharptastic,1
Gucci Mane,Wayne Wilkins,1
Gucci Mane,Jim Jonsin,1
Gucci Mane,DramaBoi,1
Gucci Mane,Soulja Boy,1
Gucci Mane,Swizz Beatz,2
Gucci Mane,The Individualz,1
Gucci Mane,The Neptunes,1
Gucci Mane,Pharrell Williams,1
Gucci Mane,CuBeatz,1
Gucci Mane,Hit-Boy,1
Gucci Mane,Butta,1
Gucci Mane,Rio the Superproducer,1
Gucci Mane,The Supasonics,1
Gucci Mane,Sean Garrett,1
Gucci Mane,Rob Holladay,1
Gucci Mane,Arizone Slim,1
Gucci Mane,Rodney Jerkins,1
Gucci Mane,"Jabbar ""Bah"" Stevens",1
Gucci Mane,DolanBeats,1
Gucci Mane,Johhny Juliano,1
Gucci Mane,Schife,1
Gucci Mane,OhZee,1
Gucci Mane,Get Money,1
Gucci Mane,Ferrari Smash,2
Gucci Mane,Fatboy,2
Gucci Mane,DJ Burn One,1
Gucci Mane,Mel-Man,1
Gucci Mane,Gorilla Zoe,1
Gucci Mane,"Sedeck ""All Hands On Deck"" Jean",1
Gucci Mane,Wheezy,1
Gucci Mane,K Tibbs,1
Gucci Mane,Phenom Da Don,2
Gucci Mane,Low,1
Gucci Mane,Sean Paine,1
Gucci Mane,Marz (Producer),1
Gucci Mane,Swae Lee,1
Gucci Mane,BWheezy,1
Gucci Mane,Beat Billionaire,1
Gucci Mane,G.Fresh,1
Gucci Mane,Doughboy Beatz,1
Gucci Mane,Knuckle Head,1
Gucci Mane,Rap Beats Moscow,1
Gucci Mane,TrapMoneyBenny,1
Gucci Mane,Young Dro,1
Gucci Mane,Lil Flip,1
Gucci Mane,Chief Keef,1
Gucci Mane,DP Beats,1
Gucci Mane,Supastar J. Kwik,1
Gucci Mane,Kevin McCall,1
Gucci Mane,Jazze Pha,1
Gucci Mane,DJ Cash,1
Gucci Mane,Paulin Jardim,1
Gucci Mane,Big Korey,1
Gucci Mane,DJ Montay,1
Gucci Mane,J.U.S.T.I.C.E. League,1
Gucci Mane,Ricky Racks,1
Gucci Mane,Josh Butler,1
Gucci Mane,BBanga,1
Gucci Mane,Rocko,1
Gucci Mane,Slim Major,1
Gucci Mane,Big Fruit,1
Gucci Mane,Trap Beats,1
Migos,DJ Ray G,2
Migos,Zaytoven,66
Migos,Mercy,5
Migos,Metro Boomin,8
Migos,Phenom Da Don,13
Migos,OG Parker,7
Migos,Cheeze Beatz,6
Migos,Purps,2
Migos,Cassius Jay,6
Migos,Murda,32
Migos,DJ Durel,8
Migos,TheKnuckledustersTV,1
Migos,G Koop,1
Migos,ZHU,1
Migos,Juvie,1
Migos,DJ Burn One,1
Migos,Stack Boy Twaun,10
Migos,Swift Bangs,1
Migos,Buddah Bless,1
Migos,Dun Deal,10
Migos,Ricky Racks,2
Migos,Will-A-Fool,2
Migos,Black Akademy,1
Migos,MPC Cartel,1
Migos,Deko,11
Migos,Lil Chriiz,1
Migos,Mario Slo,1
Migos,TrePounds,1
Migos,DY of 808 Mafia,1
Migos,Da Honorable C.N.O.T.E.,12
Migos,Cardo,1
Migos,C4,1
Migos,Mack Boy,4
Migos,Wheezy,2
Migos,DJ Plugg,4
Migos,DJ KNIGHT,3
Migos,Breezy,1
Migos,DJ Spinz,1
Migos,Fuse 100 of 808 Mafia,1
Migos,J-Hill,1
Migos,Dee.Money,3
Migos,Cash Clay,1
Migos,Deraj Global,1
Migos,Drumma Boy,1
Migos,LUDAKRIS,1
Migos,30 Roc,2
Migos,DJ Mustard,1
Migos,Sonny Digital,2
Migos,DJ Genius,1
Migos,Noble Beats,1
Migos,DJ Montay,1
Migos,TM88,4
Migos,Nard & B,4
Migos,EA,1
Migos,Helluvalife,1
Migos,DJ Suede,1
Migos,Pac On It,1
Migos,808 Mafia,1
Migos,DJ D-Wrek,1
Migos,Mike WiLL Made-It,1
Migos,Earl Hood,1
Migos,Earl Goudy II,1
Migos,Rico Love,1
Migos,Thurston McCrea,1
Migos,YDG (2),1
Migos,Tony Fadd,1
Migos,MP 808,1
Migos,X.L.,3
Migos,Spinz,1
Migos,OG,1
Migos,DJ Kash,1
Migos,DJ Victoriouz,1
Migos,Purp Dogg,1
Migos,808Godz,1
Migos,KeanuBeats,1
Migos,Unknown,1
OutKast,Earthtone III,29
OutKast,Organized Noize,42
OutKast,André 3000,34
OutKast,Big Boi,7
OutKast,Slimm Jim,1
OutKast,Mr. DJ,7
OutKast,"Nate ""Rocket"" Wonder",1
OutKast,Janelle Monáe,1
OutKast,Chuck Lightning,1
OutKast,Carl Mo,4
OutKast,Donny Mathis,1
OutKast,Tim Thomas,1
OutKast,Teddy Bishop,1
OutKast,DJ Cutmaster Swiff,1
OutKast,Earthtone Ideas,1
OutKast,"Myrna ""Peaches"" Crenshaw",1
OutKast,Dojo5,1
OutKast,Kevin Kendricks,1
Twista,Kray Twinz,1
Twista,The Legendary Traxster,45
Twista,Cuzo,7
Twista,Jeff Bhasker,1
Twista,No I.D.,1
Twista,Kanye West,4
Twista,John Gant,1
Twista,Toxic,18
Twista,Mr. B,1
Twista,DJ Rhythm,7
Twista,Jazze Pha,2
Twista,DJ Don Cannon,2
Twista,DJ Tight Mike,4
Twista,Perion,1
Twista,Caution&Velly,1
Twista,Ben Cybulsky,1
Twista,The Chicago Sun-Times,1
Twista,Scott Storch,1
Twista,Jim Jonsin,1
Twista,The Neptunes,3
Twista,M-A-D,1
Twista,Wildstyle,1
Twista,Mr. Collipark,1
Twista,I.L.O.,1
Twista,StreetRunner,1
Twista,R. Kelly,2
Twista,Titan,1
Twista,Yung Berg,1
Twista,UC,1
Twista,Mando,1
Twista,Cardiak,1
Twista,Ty Fyffe,1
Twista,Quick Silver Cooley,1
Twista,MGI,1
Twista,Gooodwill,1
Twista,Low Level Productions,1
Twista,Rodney Jerkins,1
Twista,Red Spyda,1
Twista,Chris Millionaire,1
Twista,Zaytoven,1
Twista,Lo Key,1
Twista,Basement Beats,1
Crucial Conflict,Wildstyle,2
Crucial Conflict,Ralph Leverston,1
Lupe Fiasco,Gorillaz,6
Lupe Fiasco,DJ Dahi,4
Lupe Fiasco,Alex Da Kid,2
Lupe Fiasco,Cory Buchanan,1
Lupe Fiasco,Wizzo Buchanan,1
Lupe Fiasco,The Buchanans,3
Lupe Fiasco,Prolyfic,7
Lupe Fiasco,Kavinsky,1
Lupe Fiasco,Bryce Wilson,1
Lupe Fiasco,Puff Daddy,1
Lupe Fiasco,Mario Winans,1
Lupe Fiasco,Rich Kidd,1
Lupe Fiasco,Free Chilly,1
Lupe Fiasco,B-Sides,3
Lupe Fiasco,SIMON SAYZ,10
Lupe Fiasco,1500 or Nothin',4
Lupe Fiasco,Famties,1
Lupe Fiasco,Bullit,1
Lupe Fiasco,Ayesha Jaco,1
Lupe Fiasco,King David “The Future”,5
Lupe Fiasco,Kanye West,5
Lupe Fiasco,Jason Boyd,3
Lupe Fiasco,The Audibles,2
Lupe Fiasco,Soundtrakk,29
Lupe Fiasco,S1,3
Lupe Fiasco,Vohn Beatz,2
Lupe Fiasco,Superflyronald,1
Lupe Fiasco,Anonymous Gallery,1
Lupe Fiasco,Poo Bear,3
Lupe Fiasco,The Runners,2
Lupe Fiasco,​iSHi,3
Lupe Fiasco,Dan the Automator,1
Lupe Fiasco,Brody Brown,3
Lupe Fiasco,Larrance Dopson,4
Lupe Fiasco,Craig Kallman,2
Lupe Fiasco,Just Blaze,1
Lupe Fiasco,MoeZ'art,3
Lupe Fiasco,Mr Inkredible,1
Lupe Fiasco,Jack LNDN,1
Lupe Fiasco,Menace (UK),1
Lupe Fiasco,Nottz,1
Lupe Fiasco,Le Messie,2
Lupe Fiasco,Infamous,1
Lupe Fiasco,Mr. Lee,1
Lupe Fiasco,Chris&Drop,4
Lupe Fiasco,Chris Goss,2
Lupe Fiasco,UNKLE,3
Lupe Fiasco,DJ Absolut,1
Lupe Fiasco,Al Shux,2
Lupe Fiasco,Severe,1
Lupe Fiasco,Needlz,5
Lupe Fiasco,The Neptunes,3
Lupe Fiasco,Stoupe The Enemy of Mankind,1
Lupe Fiasco,Brandon Howard,3
Lupe Fiasco,Ty Dolla $ign,3
Lupe Fiasco,"Dernst ""D'Mile"" Emile II",1
Lupe Fiasco,The Weeknd,1
Lupe Fiasco,Teklun,1
Lupe Fiasco,Mr. Inkredible,1
Lupe Fiasco,Floss & Flame,1
Lupe Fiasco,Patrick Stump,2
Lupe Fiasco,Mike Shinoda,2
Lupe Fiasco,"Charles ""Chilly"" Patton (Executive Producer)",1
Lupe Fiasco,Jay Z (Executive Producer),1
Lupe Fiasco,No I.D.,2
Lupe Fiasco,StreetRunner,1
Lupe Fiasco,S-X,3
Lupe Fiasco,Chef Tone,1
Lupe Fiasco,Soundz,1
Lupe Fiasco,B Ham,1
Lupe Fiasco,Cy Fyre,1
Lupe Fiasco,Purps,1
Lupe Fiasco,Quality Kid,1
Lupe Fiasco,"Kyle ""Keyz"" Davidson",1
Lupe Fiasco,Wiz Buchanan,1
Lupe Fiasco,Syience,1
Lupe Fiasco,"Jerry ""Wonda"" Duplessis",1
Lupe Fiasco,Shafiq Husayn,1
Lupe Fiasco,J.U.S.T.I.C.E. League,2
Lupe Fiasco,J Dilla,1
Lupe Fiasco,DJ Frank E,1
Lupe Fiasco,Miykal Snoddy,1
Lupe Fiasco,The Drop,1
Lupe Fiasco,Chris,1
